,text
281,回复@汉堡是只猫01:适航证都没拿到，就先别吹了
282,回复@失格王子様:适航证都没有拿到的飞机，会有外国订单?
283,来分析下喷子们的逻辑，国产飞机，肯定要出事，领导先坐，等到发现919又安全又便宜，还有一大堆外国订单的时候，又开始喷，发动机是美国产的，美帝的东西当然好
284,对民用航空业不懂的不要来秀下限！喷什么喷，看不得祖国发展了？人家美国佬发展这么多年，死了多少人才造出现在的波音客机。咱们直接就组装出来电传侧杆集各个机型优点为一身的大飞机。性能优越，装载量更大，完全不受重量限制。还拥有时下最先进的787飞机同样的翼型！我为祖国感到骄傲和自豪！
285, 向所有为研制商飞做出贡献的同志们致敬！
286,完了民主的国外有订单，你让日杂美分情何以堪。
287,回复@水北:这就是我们为什么要开启民智，为什么要大力科普，为什么要打击美分！高铁被社会舆论压制了两三年，希望大飞机不要被耽误
288,回复@肥皂掉了捡不捡:忘记不忘记都没关系，非业内人士不懂得专业知识或内容，但会有感觉和体验，这里用狼来了的故事作比喻我觉得很恰当，别人怕了。要相信或者不相信，都需要理由，而理由在哪一边积累的更多或者是有明显的优势？这很明显。要求设计者自己先坐，就是在要一个相信的理由
289,涂装应该更好看些
290,回复@greenace:好好，给面子，你高兴就行。
291,回复@汉堡是只猫01:无非利益相关方，给个面子而已，而且那是租赁公司，又租给国内航空公司运营，呵呵，障眼法好看点而已，其实还是国内买的
292,看到这些喷子也是醉了，只想起一句话狗嘴吐不出象牙！有种就不要说中国话来喷，这样装逼会被雷劈的。
293,这也不大呀
294,水口修的不错
295,赞一下为中国自己的飞机设计制造的航空人。//@沈航第一时间: 许多沈航人的心中都有一个航空梦，很多沈航学子已经参与了C919的设计制造之中，中国梦，航空梦，沈航梦，为梦想加油
296,回复@水北:不是说忘记不忘记，而是要合理分析对比。中国高铁每公里事故率现在是全世界最低。不忘记和继续努力前进并不矛盾啊，不能因噎废食。而且估计您也做过几次高铁了吧，确实方便啊
297,请领导先坐
298,喷领导先坐的人 现实里肯定特low
299,时间会检验一切
300,值得祝贺。虽然关键部件非国产，但慢慢消化追赶定能像高铁一样能打响品牌。
301,哎 从高铁的经验来看估计水分较大 祈祷别坐到出事的飞机上吧
302,我宁愿坐马航的飞机也坚决不坐国产飞机
303,姐天天去你们这些键盘侠美分的坟头蹦迪，腿儿都要跳细了
304,//@小威bookme: 外貌不错！//@西峯:荣耀归于领导和人民
305,想到俄罗斯航空，心里一个冷颤
306,造型挺别致
307,运10 的侄子
308,是国航南航东航各100架么
309,回复@Joplin_Soccer:这就怂了？不像一条五毛干的事啊 虽然钱不多 做好自己的工作好吗 怎么能因为你家里人被问候就退缩了？
310,回复@TrEvorPhiips:这孩子还真把你的邻居骂了。莫回啦啊
311,回复@Joplin_Soccer:隔壁经常有条狗乱窜 不知道是不是你 哪天让我碰见了一定好好喂喂你
312,让领导先坐！
313,回复@如果當時gx:那请问我要骂你女性生殖器的话，真的愿意接受那些不堪的词汇吗？不是在你眼里说的都是一样的东西吗？你要是能接受而且不觉得脏，那我真的佩服你的忍耐力和理解能力。说话还是要干净的好，就算你不这么觉得脏能接受，我还真骂不出口，我嫌。
314,回复@Joplin_Soccer:如果你说别人单细胞生物不算骂人说脏话，那我说你口肛合体生物又怎么能算骂人说脏话呢，毕竟这二者是一样的，拎得清吗
315,回复@TrEvorPhiips:孩子，你一句，不配，一下轻松了好多。记得，以后还想好好学习了，还过来找你王叔叔，就在隔壁。再见啊
316,回复@油IFC墙:实事求是
317,回复@民生对对碰:你有麻烦了你犯了造谣罪，判七年
318,到底有多大？
319,回复@给未来1992:哈狗
320,回复@努力学习的小城:哈批
321,回复@Joplin_Soccer: 哇 不用脏字好高的素质 这种人实在不配和我讲话 你还是好好找你妈妈玩去吧
322,回复@如果當時gx:你看，你又说脏话，我可没这么说。评论微博就是发表各自想法，无论对方怎么骂脏话，我可没拿脏话骂过人。
323,"全球化下没有一家飞机公司能做到完全国产,我们才刚建成大飞机,欧美走了上百年的飞机路,我们不可能一下子就赶上,慢慢来"
324,回复@CCQG_苗迪: 要是绑个五毛 愤青，都能上月球了
325,还用什么发动机啊，翅膀一边绑一个评论的喷子，靠嘴喷就能飞上天
326,回复@Joplin_Soccer:原来你不知道单细胞生物是口肛合体的，真是高估你了
327,回复@zhaobolong: 是啊？ 天朝上国，连个放心的奶粉都造不出来吗？
328,回复@TrEvorPhiips:你这么说就厚颜无耻，甚是可怜了。作为一个喷子你可以无脑，但不能没有伦理道德乱咬，什么人说什么样的话，你平常在家做什么就别胡乱安到别人头上了。早就说了，你年龄小多读书。偏是不听，就要当网络暴民把自己暴露出，若是谩骂能让你进步一些倒也罢了。骂了好几轮了，还没看出来别人不用脏字吗？
329,是国产的吗
330,回复@Joplin_Soccer:没有时间赶紧回家抱着您的母亲睡觉吧 还觉得自己是斯文人?
331,不敢坐高铁不敢坐飞机，看看中国高铁的发展再来评论！
332,会不会失联？？？
333,回复@如果當時gx:用单细胞动物来反击无脑喷子的人身攻击，对比你的满口脏话，听上去莫非你得更文雅？你的意思是你被人先骂了，然后还舔着脸说：哎呀，小帅哥？再怎么说你一上来这么叫嚷，更是粗鲁的可怜的吧。
334,看她一点点出来的时候还是有一丢丢激动的啊，首飞的时候估计要落泪了，好期待
335,核心零件都是进口的 领导可以放心坐 不要理喷子
336,像空客？
337,回复@拍砖不降杜光亭: 好东西，当然是要让领导先豪迈一下啊？ 然后是党员 公务员 城管，愤青 五毛.... 最后是屁民，美分一边凉快去
338,回复@Joplin_Soccer:你是口肛合体生物吗，说话那么难听？
339,回复@还是不起名字算了:发动机是欧美的。懂不
340,回复@幸福给你一点颜色:你眼瞎啊，两个大大的发动机掉在机翼下，你看不到？
341,#警醒#只有有了，才有底气，才能在这个舞台上有话语权，其他的都是浮云！就如当年核爆一样！不服气的放马过来！！！！
342,让点赞的先坐
343,回复@TrEvorPhiips:不仅是满口脏话的网络暴民，喷子另一个共性就是文化素质脾气差，这都看不出重点，满满的说的都是你啊，没有什么诀窍，多读。你大爷没时间给你回复了，还是那句话，孩子，你愿意的话，多读。
344,花式上西天又添新玩法。
0,回复@9933627827gh77:能生产不采购和根本生产不出来有可比性吗？
1,回复@欢乐量子猫:你这双标玩的真好
2,回复@灿烂小姐姐:爱你啊
3,回复@FirstOffice:你现在表现很好啊 挨个回复我了
4,回复@太極飛碟:这特喵的不是友军……点开他微博一看他是认真的想造飞碟
5,C919少zuo啦！飞机的缺陷一直没有解决：舷载面大，翼展面积小，遇到意外坠落速度快，怕相撞；依靠副翼等控制升降、转向等太不灵活机动；地球上大部分被水覆盖，而飞机不会水性，缺少一份安全保障；多数不能够垂直起降、空中悬停；怕与飓风共舞；发动机噪音大，寿命短，还不适合水、陆、空、天通用……
6,星辰大海才是我的方向
7,回复@CDB822:我的意思是现在已经没有纯粹的哪国制造了，知识产权已经不是科技发展的主导了，有些人在纠结我国的飞机其实很多技术都是国外的，但实际上这些众所周知世界通用的技术，并不是哪个国家都能唯己所用的。
8,回复@从天而降一直在:你还真能掰，军用飞机欧美先进入涡喷时代，意思是我军战斗机还要向欧美支付产权费，自己上网查一查看中国现在能生产这个飞机量级的发动机吗？预计要到2020年才会计划搭载CJ-1000A发动机
9,回复@几种生痣:你懂的
10,@FirstOffice
11,给国家点赞！
12,谁能告诉我为什叫919?
13,至内蒙古自治区各官网天理难容，农民工在冰天里讨还三年血汗钱，区政府是如此的富利堂皇，政府私盖48栋别墅，他们却没钱支付给农民工，他们泯灭了人性的根本，等待他们的将是法律的治裁，政府竞敢拖欠农民工工资，依法治国反腐斗争，敬请全国人民一起参与。@除黑惩恶   @安伟群实名举报-lCBC
14,可以中国式“网红”c919
15,如果波音空客买国产机壳，装在他们在天津上海产的飞机，那这算国产机还是进口机？
16,回复@吹雪北風:你这也能开喷，真的厉害了
17,回复@此用户已成仙GF:那些批评中国的是不是拿钱干活不知道，贵师尊拿的谁的钱倒是地球人都知道。
18,这很中国
19,中国商飞C919顺利首飞，为中国大飞机骄傲
20,都说了50%国产。波音已经在中国开厂，利益捆绑在一起。你什么东西都不用别人的就是全世界的敌人，全世界要想生存只需要干一件事，就是联合起来干掉你。全球化主要争夺的是产业链制高点，而不是作死吃独食。
21,回复@郝星都:对，我们的物理老师和政治老师都说了是外国人花钱请来喷的。支持大国产，支持华为支持大疆
22,回复@Yuri_全力奔跑中:事实上放在整个大角度来说  只有“个别的”文科生和“个别的”理科生和制造飞机有关系呀  高端技术人才的培养基本上一点差池都不会有的  是在一百个人才里面选一个人才呀
23,回复@十月陨萚-:不是优越感，我大学就是学文的呀。我觉得我们文科生真的和这些没关系造飞机也不要求全能啊，都是各部门分工合作。至少90％以上都是理工科的呀～
24,我肯定不会坐，但也很开心
25,回复@Yuri_全力奔跑中:不是说他这个人全能  是某个学科为交叉学科  并不是以理工或文史来定义的  我是这个意思
26,回复@Yuri_全力奔跑中:还有就是我这里指的理论指导是指社会学这方面  你说的“理论指导”要理工科是指的制造前的设计图纸吧  然后举个例子  就飞机制造中的安全工程学来说就是理，工，文，法等多个学科交叉的学科  并不是单一的某一科可以定义的  简单来说就是你纯理不行纯文更不行  我也不是撕  完全阐述事实
27,回复@十月陨萚-:不是撕哈，造飞机的理论指导也是理工科在做呀，说实话造飞机这事情我觉得真的和文科生一毛钱关系都没有呀文史经济人文发展啥的，真指导不了飞机怎么造的问题呀。
28,机票价格会降吗
29,回复@Yuri_全力奔跑中:然而飞机制造是有文科生可考取的专业的，但其实说实话我并不主张以理工科文史科这科那科划分某一领域某一制造，我们也难以揣测人家到底具体是学什么的呀，对于飞机制造这么严苛谨慎的工作可以参与的人必然是全能的 也并不觉得是文是理有什么优越感的，毕竟制造飞机的是参与者本人 而不是代表这整个学科
30,回复@啊个菠萝:放屁
31,回复@与速哥同在:美国佬都做不到自主造大飞机，可是它的狗腿子又会来酸一下
32,白色座椅套？怎么想的？
33,举国欢庆
34,对于一个在40年前还是世界上最贫穷之一的国家来说，C919的首次飞行象征着新兴超级大国的工业实力，同时也体现了其主导新技术时代的梦想。--《纽约时报》
35,回复@松瑶的女王:大姐干啥都是要理论指导的好伐  文理都不能缺吧？我是觉得这个颜色没毛病  而且颜色也不是制造飞机的“理工”科人员定的
36,尊重下商飞啊虽然确实不好看
37,抵制美国的苹果手机，韩国的乐天，日本的摩托，台湾的旅游事业，台湾这回不是我们中国抛弃你们，而是你们和美国勾结
38,我举报！！！有点丑！！！
39,怎么哪条评论都有你啊，多少钱一条？
40,祝贺大飞机首飞成功！扬我国威，C919是民族的崛起，中国制造，为你骄傲
41,如此生猛！
42,被动网红
43,中国骄傲
44,第一反应是不敢坐…
45,回复@太極飛碟:
46,回复@与速哥同在:Fb上很多这种的，简直，什么飞机引擎还不是美国的，什么技术偷来的简直不要太双标。
47,只要是中国制造，各种质疑，各种喷。只要是美帝，日本鬼子制造，各种称赞。难道中国技术就不能进步了吗？中国已经不是被人欺辱的那个中国了，中国的航天航空技术，大桥建设。中国的高铁，中国的核电已经步入世界先进水平。我们用时间证明，用事实说话……别总是崇洋媚外。中国制造可以。。
48,回复@猴年马月的中国:发动机不是国产的，我给解说一下吧，飞机发动机是法国赛风的，在这个公司的人都知道
49,发动机国产？
50,理由就是试飞取消航班
51,座椅太丑了
52,"Airbus,Boeing,COMAC"
53,还好吧，核心技术不是自己的，发动机还是法国的
54,回复@机智的小水滴:我错了！！！最近微博上反驳了好多人了
55,回复@爱哭的皮皮虾:你先看清楚我在反驳他什么OK？那个家伙以甬温动车事故当例子试图证明C919是不安全而且发展不起来的，而我表达的意思是人家A320当年首飞表演就坠毁现在不还是照样发展得好好的。你的理解力我给零分
56,回复@kon-peki:不敢，你这扣帽子扣的溜，直接定性我是WG小将，稍微反驳一下你的KY我就是开批斗大会了。既然你不无脑KY那我就奇怪了，你和层主一唱一和个啥？我拿高铁举例就是反驳楼主全盘否定国产客机的片面啊，你这样上赶着反对如果不是为了支持层主就是为了显得你思考问题独特全面咯？如果是后者，随你高兴吧
57,回复@一种秋怀两地知:原来甬温线和否定国产飞机存在着必然联系啊。而且您还认为我是“全盘否定”，本人可从没讲过这样的话，这在以前是要拉出去批斗的啊。
58,回复@kon-peki:世界上那么多交通工具，从发明出来使用后哪一个没有出过事故，就中国国产会摔会撞会出事故？辩证法啥的都还给老师了？如果就因为甬温线事故就视动车为洪水猛兽，最终麻烦的是谁？这一波节奏带的溜溜溜啊
59,回复@一种秋怀两地知:我只是讲一下以前动车的事故，我可没讲国外没有出过事故啊，你为什么这么激动啊。
60,居然不让发图片 好吧
61,我觉得红更有中国特色耶
62,回复@kon-peki:我没人参公鸡啊，只是提醒一下你做其他还有可能出意外呢。你家人参公鸡真廉价你是不是觉得自己真遗世独立思维敏捷四两拨千斤啊，那你恐怕没听说过什么叫无脑KY吧？国产客机还没怎么样呢就全盘否定觉得这玩意儿一上天就掉下来，这和因噎废食有什么区别？
63,回复@阿拉又淘气了:好像叫脚舵吧
64,驾驶室脚下的踏板，是一个油门一个刹车吗？
65,回复@kon-peki:再者说我也不指望你能分辨高铁和动车的区别了。甬温线的事故没说不能提啊，但是我麻烦你动动脑子别有事没事就拿出来显得你只知道这个好么？在这个场合说这个就相当于你家亲戚生了小孩然后你说啊呀看好了这孩子可别让他死了！这句话对不对？对啊太对了！谁不会死啊你真聪明亲戚也觉得你好棒棒是不是？
66,回复@一种秋怀两地知:那甬温线事故是否在你看来提都提不得？我只是讲了甬温线三个字，你为什么这么激动要人身攻击啊。高铁我经常坐，不存在眼红别人，你多虑了。
67,回复@富贵黄金卷vv:第一没人逼你。第二你有钱吗？
68,能让领导先坐不？
69,回复@太極飛碟:你这么懂？国家为什么不要你造飞机？
70,至全国人都知道，天理难容，农民工在冰天里讨还三年血汗钱，区政府是如此的富利堂皇，政府私盖48栋别墅，他们却没钱支付给农民工，他们泯灭了人性的根本，等待他们的将是法律的治裁，政府竞敢拖欠农民工工资，依法治国反腐斗争，敬请全国人民一起参与。@除黑惩恶   @安伟群实名举报-lCBC
71,中国以前造不出大飞机的原因好像是发动机不过关
72,回复@kon-peki:对对对没错你美帝爷爷本子爹的飞机动车自打下生就没出过事故，什么587航班福知山线都是我国胡编乱造故意抹黑的，有本事坐美联航出国去要饭别留在我国，省得坐不起高铁还眼红。另外提醒你，喝水能呛死吃饭能噎死走路能摔死开车能撞死，这些事你别再干了啊
73,回复@屋里安:不错，这是中华名族腾飞的开始
74,回复@wxl蓝天:刚刚开始，只是刚刚开始。
75,喷子永远要拿中国和世界上每个国家最好的比
76,回复@潇潇雨山君:楼下的！不仅仅是因为卖地赚钱喂，考虑一下我们国家城镇化率等！片面了。😂可以看有关房地产经济的书籍
77,中国就应该多把注意力放在制造业，创新企业上，而不是被房地产牵制住全民经济
78,回复@太極飛碟:下次要注明的，很多人会误解的，
79,来吧！老司机
80,中国最近几年确实很棒，加油，我的祖国，我的家
81,自动驾驶怎么样
82,
83,回复@D逗比之王B:怎么哪条评论都有你啊，多少钱一条？
84,回复@Mr_Amoy:本来就是首架没人知道会不会出事波音空客在天上飞了那么多年了肯定比这个跟放心
85,回复@承包了林借笔家玉米地的Tea:哇晒！好多人看哦！
86,@HeHeHeYoung @没人要金有谦我就扛走了 
87,回复@最佳演员丿:请把话筒塞到这位同学嘴里
88,又大又长又粗！
89,颜值不高。但 骄傲
90,回复@与速哥同在:喷子永远要拿中国和世界上每个国家最好的比
91,内饰像长途班车。
92,配色真的不协调
93,回复@我们狠念旧:哪个说的？那天那个图标的不是啊
94,回复@Lanxll:发动机是国产，造大飞机最主要的是发动机
95,回复@太極飛碟:友军，我错了，献上我的意大利面
96,回复@1999醉卧沙场君莫笑:飞碟可以克服飞机的诸多缺陷，飞碟的特点：舷载面小；翼展面积大；无噪音；可以实现区域内垂直升降和空中悬停；能够实现大于90°角的拐弯；旋转的外罩不怕与异物接触；可以像潜水艇和船一样水中航行，也可以在空气中飞行，又可以在太空环境中遨游………
97,回复@一見鬼利誤終生:
98,回复@_Ghost-Bride:我觉得红更有中国特色耶
99,回复@太極飛碟:然后我不懂关这道题什么事？？？
100,很厉害，然后机票价格能降吗？
101,回复@奔跑的林马儿:那腿都是人自个儿的
102,回复@真心苏累:接待大腿啊，可以的
103,果然涂装这种东西不可能会好看的...
104,驾驶舱那是油门刹车不
105,回复@丫谦Baby:哈哈，今天必须霸占所有头条
106,@舞-筱蝶 @武-小耀 上热搜啦你家大飞机
107,回复@奔跑的林马儿:昨天酒店接待了一天领导，今天跟着现场看么
108,回复@好来污影弟_S:快了。
109,发动机也是我们自己研制的吗
110,回复@我可能在睡觉sss:一没那能力，二被忽悠了，晚研发了二十年。
111,中国那么多客机原来都是国外造的？
112,回复@怕刮大风的Emily:宝宝也不看看全世界有几个国家能造大飞机
113,竟然上的了太空的我们现在才造出来大飞机@把叶子做成标本来回忆
114,@真心苏累  所以你也在现场观摩？
115,我就想问机票多少
116,回复@月亮妹妹i:尊重下商飞啊虽然确实不好看
117,我一个学美术的 看着这扎眼的绿配上这蓝 这颜色真的是醉了 中国第一辆飞机 我觉得用中国红多好
118,以後選擇航空的時候注意一下，國產畢竟還不成熟！剛剛起步...
119,回复@符喜悦:我说就都不考虑下降落其实是一个多么复杂的过程？你不会真以为飞在空中是一件很平稳的事情吧……
120,飞机的驾驶舱那么复杂，有必要吗？我觉得飞机驾驶舱可以做到和汽车一样简单，飞机和汽车没有太大不同，其实飞机加上离地面高度就可以了，银幕上看到飞机速度，离地面高度，油量，发动机的运行状态，正常或不正常就可以了。
121,国之大器——中国几代人的梦！带着中国梦一起飞翔！
122,回复@AMIGAGA:轮不到你的  放心
123,领导先坐
124,回复@LilBearTMZ:被动网红
125,这真不是“网红”，只是因为上面的人叫你们这些媒体去报道所以才经常出现在网上罢了。
126,回复@KIMBBBBA:后发优势啦！何况我们成本还高，等国产发动机吧。
127,比我们波音的驾驶舱宽多了！！！！😰😰😰😰
128,回复@潇潇雨山君:政府要做的是让民众闲着😷   没人工作就没有生产力    不是说共产党  别的国家也一样   欧洲部分国家除外(海盗国家还挺神奇的)
129,回复@Mr长颈怒:919出来就是为了打破垄断，你觉得波音和空客是愿意重新投钱研发新飞机，还是在谈判中降价？
130,坦率的说，如果航线上有选择我可能还是先选择737和320。
131,回复@Or超龄儿童:说呗，怕啥，反正国产审美不行不是一天两天了
132,回复@Bcnmiao:我也这样想，可是不好好说，怕有人骂我，崇洋媚外
133,省部级以上都配上
134,回复@丫谦Baby:今日头条
135,想起了787
136,值得庆祝
137,胖C造型好萌
138,骄傲
139,回复@从冷到热的时候:来吧！老司机
140,回复@Athexy:报名坐C919
141,回复@一見鬼利誤終生:不是红绿已经很好了
142,回复@CDB822:有种东西叫知识产权，核心技术人家注册国际专利了，再没有新的动力原理之前，每一个发动装置都只能是进口，即便是国产发动机也要给人家专利使用费的。这就好比高铁目前中国世界第一，但是很多零配件都是德国专利的。你把制造和专利区分开谢谢。
143,回复@从冷到热的时候:理由就是试飞取消航班
144,回复@字言明:赶脚是航空公司的失误啊
145,回复@君子扶生:发数据对比的应该拿自己和马云比比、
146,真不知道这些喷子怎么想的，坐不起还偏要找理由不坐，你不坐继续喷，人家又不缺你一个机票钱。 还有那些给飞机找数据找对比的，你他妈来我不给你两耳光，这是首架，懂吗，发展空间在以后，别特么跟别的发展了这么多年的比，你是没上小学还是没上幼儿园，这么简单的道理都懂不了，有脸在这挑三拣四？
147,回复@40号女鞋不好买:成飞造的好吗？
148,回复@angry_Assassins:组装吧？
149,回复@太極飛碟:哪个飞机不怕撞？飞机是用来飞的不是用来撞的
150,回复@太極飛碟:中国改革开放都多少年了？还天天要吃意大利面？就不能吃吃口水鸡？
151,航天飞机都上天那么多了，飞机应该也不是问题
152,回复@太極飛碟:这么直的钩都有这么多鱼儿上钩
153,飞起来
154,空中公交车
155,机舱内部，看起来也不是那么的温馨
156,哈哈哈，咋地还能上天不是
157,回复@与速哥同在:说的好！
158,回复@太極飛碟:不会反讽看着像个智障。别人骂你活该。你这样说话我就认为你是智障
159,"歌唱我们亲爱的祖国, 从今走向繁荣富强. 东方太阳,正在升起, 人民共和国正在成长;"
160,对中国伟大成就乱喷的人不是无知就是别有用心，中国从钉子都不能造（钉子称为洋钉），到今天我们的航天航空，高铁光量子计算机，大桥技术均世界先进水平，无知者们别乱喷。
161,回复@太極飛碟:这是友军啊有些人是小学没毕业吗那么明显的反讽
162,回复@40号女鞋不好买:机头好歹也在我们成都造的嘛
163,回复@一蓑烟雨任平生999:哇 这个绿尾还是有点好看的
164,@Y橙汁只是只狗
165,中国加油，你是胖胖哒
166,回复@富贵黄金卷vv:一辈子坐不起飞机的只能发发牢骚好气哦
167,回复@一种秋怀两地知:甬温线？
168,回复@机智的小水滴:我错了
169,让开我要直播
170,回复@刘单纯的一些事一些情:那需要一个专门的公司来研制并生产发动机 这不是国家要做的事
171,发动机才是命脉啊
172,直播的那个红衣主持人，脑子被驴踢了？素质真差！
173,回复@腿爷1587:這是友軍
174,回复@太極飛碟:你他妈贱婢别坐，贱人！
175,回复@太極飛碟:加上
176,还是技术不过关。一看就是山寨图154的。C919少嘚瑟啦！飞机的缺陷一直没有解决：舷载面大，翼展面积小，遇到意外坠落速度快，怕相撞；依靠副翼等控制升降、转向等太不灵活机动；地球上大部分被水覆盖，而飞机不会水性，缺少一份安全保障；多数不能够垂直起降、空中悬停；怕与飓风共舞；发动机噪音大，
177,回复@太極飛碟:钓鱼执法
178,回复@4396个梦想:我不厉害 我有自知之明 所以我没有表现出吃不了葡萄说葡萄酸  不像你 没本事还自以为整个世界都围着你转 像小丑一样出来秀智商
179,回复@你这么可爱z:哈哈哈，你好厉害哦
180,回复@太極飛碟:md我一脸懵逼的看你说这些东西。。(눈_눈)
181,这个中控我喜欢，
182,回复@富贵黄金卷vv:看到这么多人骂你我就放心了
183,跟国行飞机有啥区别我没看懂快来给我科普一下
184,回复@公知兽语录与台毒:因为他只有这一句   词汇量莫得了
185,回复@星蓝色的星空:不是友军 这傻子魔怔了 一年四季就是飞碟只会这句话！
186,我祖国威武
187,座椅是白色的，
188,回复@太極飛碟:我同意，飞碟都能穿越时空，跨宇宙飞行无压力，要飞机有什么用
189,回复@与速哥同在:慕洋犬而已
190,飞起来！
191,回复@4396个梦想:我建议你去座美航啊～ 哦对了，还有韩亚
192,谁敢坐？
193,@请喷榴莲味香水biu_biu
194,回复@离歌小三儿:你这个人说话很搞笑唉，美帝都把狗粮给断了，他们拿什么买机票
195,喷子们这辈子就不该坐飞机，出门都爬着走
196,回复@与速哥同在:什么没有，那我们就自己造厉害了，我的中国
197,希望能早日商業飛行，回大陸一定去坐中國人的飛機翱翔我們中國的天際。
198,回复@从冷到热的时候:主要还是发生在我对象身上，一大早四点就和我对象起来去赶飞机，航班取消了连个短信都没收到，到机场又得各种排队询问解释，又要到下午快四点才能飞东航服务台态度也不怎么样，想想就来气。
199,真的很激动，中国真棒！中国会越来越好！
200,回复@与速哥同在:笑死人了 你们这么屌 超越人家啊 超啊
201,中国制造就活该站在世界制造前列为国人增光
202,所以交通管制到现在😭困在机场两小时还没飞。麻麻我要回家
203,#国产大客机C919首飞# 
204,#聚焦2017年两会#好人一生平安，不要像我丢了手机报警都没用……报警之后，👮 蜀黍正在忙着抢红包…… 
205,辽宁朝阳市北票法院，肇事者的百万取保金去哪了？你们花光死难者的钱，反过来对受害人不断司法迫害，判无责的遇难者担责28%，肇事者刑责.民责全判没了。这是人民法院吗？是黄世仁.南霸天，吃人民的肉喝人民的血。【举报申告五年@最高人民法院 不作为】
206,回复@壁纸小哥不想火:好想把喷子内裤的皮筋抽出来，做弹弓给你弹意大利面吃
207,这他妈太垃圾了！不如用键盘拼凑的飞机好！
208,设计还好，就是有些重要部件的加工可就…。这辈子肯定不坐春秋的航班
209,回复@铃铛谱:我怀疑你只能打 飞机
210,谁不怕死谁去坐吧。我还没活腻呢。
211,回复@富贵黄金卷vv:🐶吠火车
212,回复@太極飛碟:哇，炸鱼，过分
213,回复@字言明:国外也许也一样，只是你不晓得而已啦
214,配色也好看
215,白色座椅，万一姨妈漏了对多尴尬
216,回复@ofllofll:不好意思，姐姐我不是键盘侠，不提供键盘
217,回复@就是偏爱猫:你的键盘算一个
218,厉害了，我的胖9
219,巨婴们又生气了
220,我一直说这个很让我骄傲，很厉害，为什么很多人喷，为什么
221,中国制造轰动世界，飞跃全球！！赞
222,回复@Bcnmiao:我也觉得，感觉尾翼应该是国旗的颜色再加上5颗星
223,能不能换个颜色啊，一看就是理工科的偏好的颜色。。。
224,回复@米油Z:第一次看我也觉得挺幽默的不过这货我见过很多次了
225,回复@-明知是意外-:我没看过单看这条的话没必要喷他
226,回复@草莓橙-_-:有纪录片，讲的是抗战时期中国和美国飞虎队一起飞跃喜马拉雅山脉运输物资的历史，凤凰卫视有一个视频看的特别震撼
227,回复@海上开的花没有名字是你的名字:是纪录片吗？还是什么？挺感兴趣的
228,只希望能把7前后距离拉大点，不然放不开腿
229,回复@4396个梦想:一看你就无知，中国制造业早就发达了，高铁出口全世界，你是根本坐不起吧。
230,回复@就是丹丹屁:早通啦！来，换个敬业福吧
231,这也配叫网红？让宣传部先去坐一回。
232,👍
233,回复@Mr_Amoy:经产看见j20在市区飞 自豪到爆！
234,不明白喷子怎么想的？老是喜欢贬低中国制造，难道中国造的都很差吗？反正我觉得挺牛逼的，为中国自豪，祝首飞成功！
235,回复@与速哥同在:我觉得网上带节奏 乱喷 起哄 造谣的也是这些人
236,回复@我是Busman:
237,是时候打破波音和空客的垄断了，相信C919会像高铁一样震惊世界，制造业才是王道！
238,喜欢在衣服上绘画的话，请浏览我的主页！谢谢
239,拜设计师所赐，晚了几十年
240,国家强大的见证!
241,回复@米油Z:这个人我见过很多次了，都是在飞机的热搜里评论这些，说他幽默？我看他是神经病吧
242,回复@七星草:我也开始心疼自己了，这家伙的微博看起来怎么那么毛骨悚然……不是活在一个世界的人
243,回复@小流氓oO:心疼你，认为他是友军，点进他微博你就知道他是认真的了，这白痴造飞碟两年了
244,苹果手机还是国产呢，YY 渡日
245,首飞成功
246,回复@临江浅歌:不是同一年，需求量也没那么大，说了有海外订单
247,回复@异元次的来客:难道你认为这570架飞机是同一年交货？
248,回复@富贵黄金卷vv:别什么都喷，只会显得自己愚蠢
249,回复@纪征廷阿:我在底下看看就好
250,回复@_Ghost-Bride:  唯有暴富
251,中国制造很骄傲🇨🇳
252,回复@D逗比之王B:你的自由，随你咯
253,回复@君子扶生:我说首飞了？往后几年我也不做
254,有些人总是把中国和世界比较 中国是否每一样东西都要做到世界第一
255,未来的王者是属于中国的
256,回复@太極飛碟:楼主你得挺住呀
257,回复@Chastlovecy:说的贼几吧到位，这种人就是这个怂样
258,回复@与速哥同在:有些人吧，国产品牌啥都看不上，从飞机到汽车到手机，喷个遍，说的比谁都懂似的，但是吧，又买不起国外的，弄个iphone还得分12期，天天奔驰宝马多好，奇瑞吉利多烂，可他连车都没有，网上骂人本事可大了，现实中确到处装孙子，可骨子里又谁都瞧不上，这真和爱不爱国没关系，这是种虚伪的价值观，是病
0,回复@你个傻了吧唧的:那也不妨碍你🐴是1118女猪脚的事实
1,回复@艹骆驼2003:没教育好你，我的责任，我愧对国家，愧对人民。说你还用带脏字？搞笑。
2,转发//@内蒙古反邪教: 转发微博
3,有点进口零件很正常！核心技术是自己的就行
4,回复@我不是天才樱木花道:你妈妈生下你，是人生最大的败笔！白痴！
5,回复@万水千山我独秀:行了行了，不与智障争论，因为不会有结果。你一边玩去
6,回复@情框特穌:哦哦
7,回复@我爱smile你:没听
8,新农村改造，有没有每家每户交350测量费，并且如果占到房子或土地拆了后，国家帮盖房子，每户交27万的政策。这不是要老百姓的命么，拆了房不说，还要交钱，农村有多少人有27万。实在不知道什么政策是真的。
9,回复@情框特穌:解释你都没听么
