,text
235,回复@ajielu啊界:还没有正式开始飞行 但是已经通过适航取证 按照最新标准建成的919有更高的安全性和更高的标准 国外早就想要了 就跟更新换代一样 最新版 想不想要
236,回复@凉凉YY1:现在坐个飞机都白菜价了。。。还有哪些平民坐不起飞机呢？
237,😓
238,祝愿祖国越来越强大就让那些仇恨我们的人继续仇恨吧！
239,回复@巨囧蟹:美国，南北分裂1776-1861 俄罗斯，克里米亚1991-至今 英国(大不列颠)，爱尔兰1330-至今
240,回复@手机用户不应有恨:蠢货一个，iPhone 也是各国零件组装的。你怎么没去喷？
241,回复@逢坂河合律:什么专业的？
242,回复@ajielu啊界:你太小瞧中国人做生意的能力了。。。订单几年前就拿到了。傻傻的
243,回复@ajielu啊界:有脸？
244,回复@ajielu啊界:你有脸吗？
245,回复@温斯顿的花园:狗粮不足转风向？被拖欠工资威胁主人？出卖灵魂的狗，走哪都会被打断狗腿。
246,回复@温斯顿的花园:你这个欠工资找劳动局没有用的。。
247,回复@ajielu啊界:德国买了7架，美国买了20架，泰国卖了10架，其他不知道
248,回复@手机用户不应有恨:还造什么发动机啊，靠你就能把飞机吹上天了
249,飞机的配色像安利牙膏😂
250,回复@欧潽达智控电源:那些飞机租赁公司可不是傻子
251,C919获570架订单，很多人表示是国企在帮忙刷单，还有人说不坐国产飞机，这评价现实的残酷。其实大飞机项目就像做创业公司，刚开始很少有人相信你，起步确实很难，唯有坚持理想，不忘初心才能继续下去。对待每一个努力的人我们都应该给予鼓励，而不是说你不行。
252,回复@randolphzs:shopping天尊看错胡乱邦，差点把国家都下马了，光这一点，把76年以后的锅都甩他头上没问题
253,回复@gaot62:没屁用，只是不爽楼主把运十下马的锅到处瞎甩
254,怎么说呢。说实话想到要坐C919我犹豫过。可是想想每次坐波音的时候因为其事故率啥时候能换个坐。然后我又想起，谁又能想到我们航天载人一次次胜利，所以说，能被我国公开的一定是稳稳成功的，毕竟我们都喜欢藏着掖着然后一飞惊人
255,厉害了
256,又大型客机了？A380叫超大型？
257,回复@温斯顿的花园:你不会是温斯顿家的后花园吧
258,应该发扬让领导先走的光荣传统嘛，让领导先坐
259,欢呼雀跃也应该有个度，我比较期待以后坐C919的票价比737便宜一倍。
260,适航认证还早的很呢！别激动过了
261,回复@lp2759:多亏微博
262,回复@诗词苑:真有这说法？
263,不管中国造出什么，都不行？你们到底在喷什么？你们到底想要什么？你们到底是什么？你们到底有什么？
264,回复@手机用户不应有恨:你个辣鸡，别的不说，c919要是不买他美国人的发动机能让你那么容易上市吗？
265,回复@戾气的自尊:小学就听说了，还初中
266,回复@诗词苑:初中就说了，还高中。
267,回复@randolphzs:生产线都被拆了，人员都被解散了，美国粑粑说好给引进的麦道生产线毫不意外地食言了，现在再说这些有个屁用
268,回复@手机用户不应有恨:你该自己做手机，自己开发微博，自己发电，自己搞个移动网洛…
269,厉害了我的国
270,回复@Real-patriot-001:同年代隔壁在造747，协和，你跟我说大飞机没落后？你可以继续岔开话题，不过你改变不了运十定位不明确，研发周期长，成本高，技术落后的事实
271,回复@温斯顿的花园:换老板了？
272,来吧来吧，快来北京吧，我很期待坐的。相信国产。
273,回复@专sha五毛小粉共清:随手举报 快乐大家
274,回复@randolphzs:@Real-patriot-001  说不过就拉黑666
275,军用大型运输机是关键，这架民航客机
276,什么时候飞来青岛呀|･ω･｀)？
277,如果给我机会，我愿意做第一批。
278,200吨级大型运输机运20都飞起来，何况是一架80吨的C919
279,军用型运20和民用客机C919两种大型飞机
280,回复@ajielu啊界:我记得国外有订单其中还有美国一家公司
281,太棒了
282,回复@诗词苑:不要回复他。当初他口口声声酸中国动车亏损没人坐，却立马换个嘴脸高度赞扬日本一个人的车站。装不要脸的人扇不醒。直接举报就好。
283,回复@专sha五毛小粉共清:可把你厉害的，我知道你们这些外国人雇来的反动分子，只会复制粘贴，然后不敢回复多了，有本事你再回复我一句我看看
284,回复@名流风:不用回复他。当初他口口声声说中国动车亏损没人坐，却立马换个嘴脸高度赞扬日本一个人的车站。装不要脸的人扇不醒。直接举报就好。
285,回复@专sha五毛小粉共清:你又什么都知道？你每天这样不累吗？照你这么说印度 巴西他们也可以借鉴国外先进经验和全球采购零件，但也没见他们造出来啊！你以为跟你打嘴炮一样简单？
286,回复@逢坂河合律:居然是我东大的，你们实验室是不是国产化都不的啊，还是说你压根就不知道实验室里面干什么
287,回复@泽果果6666666:领导敢先坐，键盘侠喷子敢吗
288,回复@gaot62:所以啊，当初不是一帮人喊领导先坐嘛
289,回复@手机用户不应有恨:听说你家炒饭是自己种米自己生蛋自己晒盐自己挖泥做陶？不厉害为什么别国不组装一个看看，毕竟他们买零件更没有阻力不是。
290,回复@逢坂河合律:美国能造出来？你晓得美国有多少产业不能自给了嘛，熟练技术工人早就在一些行业消失了，封锁这么多年中国还不是上天入海都搞出来了
291,回复@randolphzs:你知道个啥，运10发动机现在都造不出来，时代是进步的，你让30年前的飞机和现在波音空客比？在央视采访运10副总工程师时候，我觉得他很有指挥，把心里的话说出来了，他说新中国后中国大飞机没有落后。。呵呵言外之意大家都懂得。。运10如果没有被deng强行中断，会和高铁一样的奇迹
292,回复@ajielu啊界:能全部国内航空用已经够哭死波音的信不信。
293,那些想坐的人省省吧，领导得先坐一遍，你们可能得等个个把月。
294,回复@泽果果6666666:他们眼里的领导根本不够资格第一个坐
295,等哪天空客和波音不卖给中国客机了，我到是看看国人坐什么
296,会不会成为非公知专行
297,回复@ajielu啊界:波音和空客不是好惹的，新生的c919需要先在国内积累一段时间才能打开国际市场。
298,回复@手机用户不应有恨:波音的飞机把英国罗罗公司的发动机带上天了
299,回复@Real-patriot-001:拿c919和运10比。。。好，运十的定位是啥？如果是民航的话有效载荷，经济效益不比先比航程？运十项目论证的时候数百个关键零件系统需要全新研制，那年代的中国有这个人力财力来浪费在定位都不明确的民航上？下马的政治因素是有，但只看到政治因素是不是有点避重就轻？
300,回复@randolphzs:我认识运十当年的工程师亲属，大家都懂得，只是不说而已，呵呵。C919航程才5000公里，运10是8000多公里。。。很明显C919只不过是一个妥协的产物，真正中国的大飞机还在研制中，是和俄罗斯联合研制的宽体客机。预计5年后能有消息，不过还是进口发动机，发动机太难了，所以才想念运10
301,回复@Reeen:其实一点都没有，中国又不会造铁，是从铁矿石提炼的，老天爷造的铁，和中国没关系
302,据说此飞机，中国只制造了50%甚至更少，请相关人士作出专业解答。谢谢。
303,回复@Reeen:波音还全球几十个国家生产呢，就尼玛知道bb
304,运20军用运输机都能自研，何况是一架干线飞机呢
305,"回复@hw3908:无论Boeing还是airbus 都是多级供应商的，GE,RR,PW。"
306,回复@咻咻噜啦啦:发动机是不是关键部件？英国RR公司生产的
307,把嘴闭上 后面北京直飞 纽约 盖过波音系列 //@京北布衣: 估计不会批的，先飞小城市吧。
308,回复@诗词苑:营销号也有文化。？其实，借鉴国外的先进经验没错，全球化采购也没错。可你偏偏说，是你完全自主创新，研发设计制造的，还提高国产化…这就有点不要脸le吧？小粉红，共青团的最近又安排任务来斗le。？论嘴炮，键盘侠谁人能比得过小粉红，共青团的人，天天组织战斗，造舆论，斗公知
309,回复@温斯顿的花园:太阳从西边出来了？
310,回复@泽果果6666666:那些是没文化还爱找茬的美分，非蠢即坏。他们的美国爹爹有这么负责吗？
311,希望早日坐上我们的C919！民族工业的骄傲！点赞！
312,就算把零部件给印度他也造不出来
313,回复@头条新闻top10:还得慢慢发展，跨洋飞行航程不够
314,回复@hw3908:RR只占一部分，波音也用惠普和通用的引擎。
315,回复@ajielu啊界:你当飞机租赁公司是吃干饭的
316,试飞成功与否担心的不是中国人
317,回复@大千一凡:为什么不敢坐？
318,有人敢坐吗？
319,机票百分之百是国产
320,想坐呢
321,回复@Reeen:你觉得除了军用的，有哪个飞机是全国产的
322,回复@叫我爹地啦:飞机价格一定会降低
323,机票会降吗
324,回复@手机用户不应有恨:有句话不知当讲不当讲，你能一口气吃个胖子？或者说你本来就是个胖子
325,回复@Real-patriot-001:简单说运10几发，C919几发？运10四发，咋不跟747380去比？而且你这个“矮子”叫得很狂妄啊，你有什么资格说他是矮子？
326,回复@哈喽太阳哥哥:放心，高铁最开始不是引进的吗？会有的
327,回复@大头憧憬53880:飞机最重要的是发动机
328,估计不会批的，先飞小城市吧。
329,回复@诗词苑:你没说到点上，boeing的的确大部分关键部件在美国的。airbus倒是好多不是欧洲零件。
330,回复@无产阶级领袖毛润支:能组装也是件好事，希望什么时候发动机能自己造出来就好了
331,回复@不如不念sherry:发动机和航电都不是中国造的。
332,开通了我立马去买机票！！
333,哇塞 想乘
334,回复@Reeen:据说，据说，据说，军用为了怕别人掐断供应链，一定要强调自主，这是民用啊，讲究降低成本，不然还要全球化干嘛
335,回复@Reeen:据说你是🐶 请专业人士解答
336,回复@温斯顿的花园:我一定是还没睡醒，我再睡会儿（仅仅针对言论，我还是默默给你点赞了）
337,回复@温斯顿的花园:尼玛币的，终于说人话了
338,这也喷！那也喷！啥都喷！无所不能的喷！
339,回复@Real-patriot-001:就当时的情况，运十流产我觉得惋惜，可现在某些人总说因为某原因某事件所致我觉得就跟个大蠢货一样，是不是在你看来每件事都应该理所当然的成功？想当然想当然！决策的就想不明白你们就能想的明白？各种局限摆在那里还能怎么办？
340,回复@阿里祁连:公知都勿扰！这里声明下！看到央视采访运10副总工程师，说当初是因为没油停飞，更感到伤心，不知道央视哪个记者给安排的台词？呵呵 80年代末居然说中国没钱烧油。。遗憾而死的总设计师真是。。唉~
341,回复@Reeen:空客、波音自己制造的也不多好不
342,回复@Reeen:据说你的键盘能打天下
343,回复@Reeen:孩子，知道波音零件747来自几个国家吗？高一政治课本就有
344,回复@Reeen:没上过学？？不知道啥是全球化？？？
345,回复@gaot62:需不需要自己生产是一码事，能不能自己生产是另一码事。更关注的是有没有技术，我们的确不需要自己生产，但如果有技术在即使别人断粮我们也不怕。别看谁都是表现出一副自己最爱国别人都公知的脸，别以小人之心度君子之腹
346,回复@不如不念sherry:去和用着罗罗发动机的美国粑粑谈谈吧
347,回复@哈喽太阳哥哥:我知道你祖上就被美国人操了，不然怎么会有你这条美狗呢
348,回复@大头憧憬53880:你妈被美国人干过，你也是美国人了
349,回复@哎哟丶不错yo:难道波音的飞机零部都是自己生产的。
350,回复@Reeen:谁的飞机✈零件完全都是自己生产的？
351,回复@清晨-SunP:根据过往经验，第一批乘客应该是民航局长和研发公司董事长，你还得往后排
352,回复@ajielu啊界:放心……中国最会做买卖
353,回复@Reeen:据说你妈生下你很后悔！！
354,回复@诗词苑:你知道波音的核心技术归谁不？不懂就不要乱舔。
355,领导先用
356,别着急，还是安全第一，一步一步按照程序来
357,回复@Reeen:据说你媳妇炒的蛋炒饭，蛋是她自己下的；油是抽她的脂的；米是她自己种的；盐是她自己汗晒的；锅是你自己打的。100%知识产权
358,回复@Real-patriot-001:哈哈😄 无奈之余，只有可惜哈，中午好
359,回复@孙阿舅:不是可惜的问题，就比如核武器，你不独立自主还能值得美国帮你搞核武器？有了核武器中国才有今天的地位。。可是大飞机就是灾难，需要在空中跑5-7年才能申请加入西方的航空俱乐部，航空话语权丧失了。。
360,回复@Reeen:飞机的零件并不是全都国产的....
361,回复@Reeen:我给你提供九转大肠的所有原材料，你会做吗？
362,回复@星星之火可以燎原11月5日:没wg十年，早特么造不如买买不如租了
363,回复@Real-patriot-001:哈哈，要没老毛那十年，别说大飞机，上太空都早十年
364,回复@专sha五毛小粉共清:哪个评论底下都有你，你是不是营销号
365,回复@专sha五毛小粉共清:天天复制累不累
366,回复@叫我爹地啦:机票降价不能靠飞机，得靠高铁
367,回复@Reeen:如果我说 波音和空客的民航飞机的引擎是采购的，都不是自己造的，你可能会不相信，但事实就是这样。希望你不要用双重标准看待同一问题。况且，中国大飞机也会朝着自主化方向进步，就像高铁一样。
0,这个记者对中国的观念怕是还停留在上个世纪哟
1,回复@Sjakmammaka:你现在喷我不也是在拯救世界嘛
2,回复@B型摩托党:得得得，毕竟拯救世界还是Keyborad Hero干的事么，才不是造个飞机？简单。你说对吧？Keyboard hero？
3,就做了个壳，连山寨都不算
4,什么叫&quot;共产主义的中国，也有头等舱&quot;，此话怎么理解
5,哪个外媒说的啊？
6,回复@铁板五花肉肉:南京理工大学设传院，你去找他吧。
7,回复@穆野七鬼:笑话，你老师告诉你是法国空客？俄罗斯的大飞机人才技术也被你老师给说没了？你那个学校的，老师就这么点常识都没有？
8,回复@铁板五花肉肉:反正现在中国就是第三家，而且唯三。我们老师说的，他教的就是交通工具设计。你百度回来也真不容易
9,回复@穆野七鬼:苏联没了大飞机还有啊，你不知道么？
10,回复@铁板五花肉肉:苏联还真有，然而苏联已经没了
11,回复@穆野七鬼:多去读点书吧大学生，从来是欧洲空客哪来的法国空客？俄罗斯（前苏联）有没有大飞机你就不知道查一查？
12,回复@铁板五花肉肉:本大学生告诉你现在只有美国波音和法国空客。
13,回复@穆野七鬼:不学无术的小学生谁告诉你俄罗斯搞不出大飞机？
14,回复@予竹鸣:科技强国，国家需要科技人才。人才最重要。
15,骗了国家财政那么多，造成了个贴牌货，真不知道核心技术都不是自己的，能飞起来有什么可激动的？
16,回复@B型摩托党:壳子也不错，以前也没有壳子。慢慢来，相信会有超过美欧的一天的。
17,回复@铁板五花肉肉:科技需要的是科学技术人才，只要有强大的科技人才团队就可以！
18,国产汽车都存在几十年来，也搞不过外国车，就这飞机就行😁，还全世界，太滑稽可笑了吧！
19,中国还是不能自主研发引擎核心系统还是依赖进口，中国要加油啊
20,没人吐槽BBC？
21,回复@B型摩托党:如果全部国产那么价格会高到离谱
22,什么叫他喵的社会主业国家也有头等舱？
23,回复@B型摩托党:我也就给了你妈一点精子 怎么就出来你这么个弱智玩意
24,回复@Mr眼镜哥哥:那你快去好吗 希望你有生之年能过上你理想的生活
25,回复@大闸蟹没有没有翅膀:不用这么久，人家资源比我们好。
26,我一直以为中国的客机都是中国造的，孤陋寡闻好多年
27,这个，，，其实外国主流媒体不是那么报的。印度美国英国德国都报道说这个产这个飞机就机身外壳部分是中国产，其余主要零配件都是进口的。所以并没有竞争力，但可以满足国内自身市场的需求。
28,回复@不倦铁骑:运十哭了
29,现在最重要的是稳，不要激进，要吸取运7，运12的教训。当前最重要工作是飞机反复验证修改，还要尽快公关两个民航总局，拿下FAA适航证之后再加入国际市场也不急。🙏
30,回复@一场浮华旧梦8:是啊没办法发动机技术落后
31,好像发动机不是国产？
32,回复@cpztq:空客波音也是半国产他们也叫国产。
33,回复@打家劫舍的小熊猫:哪有半个国产，只是机翼尾翼外壳国产。
34,回复@用户6176995224:因为社会主义被西方媒体黑惨了
35,共产主义中国有头等舱很奇怪吗，外国人是有多不了解中国。。。
36,回复@LX小六:ws15还有可能，ws20没那么快
37,回复@六坪房:又是发动机。WS20都出来了，C919的发动机还不是很容易的吗？只不过商用的飞机，从经济性角度来说没必要花钱去自研。
38,回复@宝大人不是包大人:它们是故意的，就当见到一坨屎，闪过。
39,回复@予竹鸣:无知！文盲
40,开始捧杀了吗？
41,回复@予竹鸣:。你活着浪费了国家多少资源你怎么没死呢。
42,打破波音垄断，而且便宜
43,回复@铁板五花肉肉:。去你妈的，你用的什么不是中国制造的，就连你都他妈是中国人生的，你有什么资格喷祖国。
44,回复@铁板五花肉肉:你他妈的去国外好了，中国好像并不缺你这种狗吧
45,空客产的的双过道两层的是什么规格型号的
46,回复@予竹鸣:你以为你美爹英爹的大飞机也是全国产的？喷之前去查查吧
47,回复@美的空气净化器:海尔笑笑不说话
48,我的梦想：国产大飞机上全部装国产净化器，美的的就更好了
49,就一句话，干航发的你们要努力啊。哈哈
50,回复@Mister---Wang:涡扇15已经出了，正在进一步测试，不用十年5年内
51,回复@B型摩托党:大飞机发动机也不远了，十年内的事儿。
52,吹，使劲吹
53,回复@铁板五花肉肉:我没说自己是专家，不过我怕说的太专业你听不懂
54,回复@glass-lip:不过是重复新闻中的说法啊，看来不是行业专家啊，装什么专业，不过跟风无脑吹而已。
55,有了竞争，机票会便宜了吗
56,回复@霞光_万丈:其实中国企业通过收购加研发，已经拿到了汽车生产得核心技术。比如东风和吉利收购的沃尔沃。沃尔沃品牌在整个国际汽车中都是非常出名的。
57,回复@大偉Act:应该是技术
58,回复@六坪房:民用发动机比军用要技术复杂，单从发动机时间寿命来说就是问题，要是全国各地世界各地的飞，时间飞行比军用要多吧。军用飞机是轮流飞行使用。民航飞机是几架几假固定路线。还有保养，维修等问题，也是比较麻烦。因为国外发动机成熟，保养维修也都熟悉了。我国发动机还有很长时间一段路要走。加油
59,还是发动机呀… 心疼
60,虽然他们是共产主义，但他们也有头等舱？怎么感觉听着不顺耳？
61,回复@铁板五花肉肉:看到你被骂 我很爽
62,哈弗汽车连续两年销量领先....你说搞不过？跟你说迟早的事儿
63,回复@六坪房:涡扇完全能带起来919，但由于商用需要成本与舒适性，所以我们正在搞针对919的1000A，作为一个商品性价比才是主要的，所以采用的法国发动机。
64,说发动机不是国产的喷子们，你们不就是我们的发动机吗
65,回复@B型摩托党:你不就是我们大飞机的发动机
66,中 美  法国 联合打造的  很多配件都是 从别的国家引进的  中国只做了 空壳子！
67,慢慢来，跨出这一步，以后就好走了。祝福祖国更加强大！
68,回复@B型摩托党:说的好简单……多读读书没坏处
69,回复@盛酒的鼻烟壶:在北美没有高铁，有铁路。出行靠飞机和汽车，很方便
70,回复@CAGEISCAGED:是在说美国吗，美国人现在可不是这么说了
71,回复@逢场作戏Timmy:什么销量第一，国产车？
72,回复@CAGEISCAGED:去年就是中国销量第一了，你不知道就去查查，非得乱说话。
73,回复@clown_k2:英国佬到现在还在说意识形态不入流啊
74,我是中国人我自豪，祖国从一穷二白到现在真的不容易，中国加油！
75,回复@温斯顿的花园:哈哈，老毛子
76,C919并不是毛左路线“独立自主 东风压倒西风”政治挂帅的产物。C919是中国人保持开放心胸在全球化条件下努力提升航空工业竞争力的尝试！是现有国情下，中国航空工程师们尽力系统集成各国技术与部件的一次尝试。样机上天，只是第一步，真正竞争力关键还得看批量制造时质量、可靠性与经济性！加油！
77,这才是真正的骄傲。比那些棒子的什么偶像好的多
78,中国是改变世界的绝对力量，是打破西方垄断的推手，更是全世界普通老百姓的救星。从大型工业设备，到日常家电，再到手机汽车，屡试不爽。飞机领悟，也不远了！
79,回复@盛酒的鼻烟壶:因为铁路费用高，出行基本靠飞机或者汽车，在几乎人人有车时代为何坐火车？
80,我真不知道那些键盘侠们，你有什么好喷的，啊！自己的祖国一步一步成长，一步一步强大，你还不开心吗？不开心就滚啊，别在这呆着。
81,回复@铁板五花肉肉:你急啥，耐心一点儿
82,回复@盛酒的鼻烟壶:中国高铁有穿过海底隧道的吗？
83,回复@铁板五花肉肉:那你看不起中国，那你出国了有事了，别找中国找找外国。
84,"回复@CAGEISCAGED:Indeed, knowing nothing yet pretending to be experts "
85,"回复@自动化汪:Wasted word on these pple,eh...   man im always feeling like they know nothing but pathetic shit..."
86,回复@逢场作戏Timmy:日本 德国车
87,回复@我是小明小明不是我:这是做电视节目不是写论文 老外的电视节目很多都是简单词汇，哪怕是BBC
88,回复@温斯顿的花园:洗白？真的不懂你们这些人良心不痛么 哪里都有你
89,再说说发动机及部分零件非自产的问题，任何一个商业领域都要符合市场规律的，零件不是不能做，外部采购是要在项目初期保证成本，就跟饭店不养鱼不养牛不养猪一个道理，规模小时是买方市场，外部采购比价可以节约成本，规模大了再投产自己的生产线。
90,回复@铁板五花肉肉:外国高铁都存在几十年来，也搞不过中国高铁，就这高铁就行😁，还全世界，太滑稽可笑了吧！
91,回复@铁板五花肉肉:你真的不懂吗，去查查国外都在用什么车。说话前先看看自己什么水平，说的是否是真话。
92,回复@体健貌端心宽:666 笑死我要继承我遗产吗。
93,回复@边疆子民守边疆:A.B.C，虽然中国排C，但919数大，肯定是中国赢
94,回复@用户6176995224:调侃。不要这么认真。
95,拿引擎和系统说事儿的上学肯定没好好学物理
96,回复@铁板五花肉肉:他们不承认又能怎样，有本事用行动把中国高铁挤到第二第三，没本事就闭嘴
97,回复@傲慢与真情:据说中国高铁世界第一，日本人德国人承认吗？
98,那些喷搞飞机没用的，知道之前飞机政治采购中国要多扔多少人民币吗？想过这对你我生活的影响是什么吗？有了这个筹码，我们谈采购就是“货比三家”，而非之前两家垄断“非敌即友”，不懂经济总想得明白砍价的道理吧！
99,回复@铁板五花肉肉:我们用自己的飞机飞向全世界又怎么不对了，又不是说全世界都用我们的飞机，只是说未来会占一定的市场份额，也不知道哪里来的脑残，整天不审题就会bb
100,回复@铁板五花肉肉:汽车方面，混动领域中国品牌已经走在前面了，纯电也不逊色，汽车未来肯定是电动汽车这种不受原油约束产品的天下。
101,回复@老磊哇嘎嘎:这是很有道理的，现在花大钱去搞内燃机车太不智，应该主攻电动车，否则等中国汽车超过德国汽车的时候，内燃机就差不多成了BP机了
102,回复@铁板五花肉肉:讲真，汽车这玩意儿不是中国人搞不出来，是觉得没必要再搞，一是这玩意儿又不是国外垄断，二又不是技术封锁，三是这东西本来已经很成熟了，四是内燃车已经基本上是走向末路了再搞也没必要了。中国在这方便精的很
103,为什么这么多年来发动机一直不如国外的呢？？？
104,回复@铁板五花肉肉:你倒是替那几家也吹吹，让他们修一条更牛逼的高铁给你涨涨脸，就怕你吹的出来，他们做不到
105,回复@盛酒的鼻烟壶:你这小学生逻辑让人折服
106,不是说190人吗
107,回复@中華國民一員:航发不是国产的。GE的。现在做国产航发还不现实，不过总有一天的
108,听这个老外瞎几把白活了半天，说到底这发动机到底是不是国产的啊？都有哪些是国产的呢？百分比是多少呢？
109,打破波音和空客的垄断，关键还是要看之后的国际订单。为大飞机鼓掌，不过还是要吐槽一下，C919的内饰平淡，色调苍白，头等舱的设计感为零。
110,回复@Ying_01222:是材料问题吧
111,回复@LX小六:有个认识的人在中南大学，大飞机设计时候他在发动机研发团队，说困难不是一般的高，暂时没有办法国产化
112,你不提出来引擎这些不是国产就算了 你提出来并没有什么嘲讽作用 只会让中国更快完成自主研发
113,祖国粑粑一有好事，就不缺国外媒体酸上一把，对了，还有一些心理极度自卑的卢瑟，总觉得他外国爹拉的屎都是香的，对于这两类人，我替祖国粑粑说一句：我就是喜欢看你们想干掉我，却又打不过我的样子
114,回复@热死的南方人:电传和航电比发动机复杂多了好吗
115,我就想问问其最关键的发动机是谁产的
116,中国已经有自己的太空实验室，中国能够制造出自己的飞机，小菜一碟，周边一些小国家就是嫉妒。
117,回复@B型摩托党:你懂个屁，就那么见不得中国好吗？
118,回复@铁板五花肉肉:另外。我爸爸就是高铁制造行业工程师的，我很自豪，很荣耀，我一个月也见不到他几次，没有为此付出过分毫，就不要用狭隘的目光来批判，你可以否认中国高铁，但你否认不了大国工匠的付出，中国能赶上别人的技术，不是靠用嘴巴说，或者用眼睛看完成的。
119,回复@想和熊去吹吹风额:你说的这几位老师倒是牛逼，谁站出来在一条规模和技术超过中国的高铁，也算你没白替人家吹，要是不能就闭嘴。现在全世界的科技发展都应该感谢中国的四大发明，他们感谢过吗？
120,回复@盛酒的鼻烟壶:庞巴迪，阿尔斯通，西门子，日本川崎，给中国高铁点了个赞，中国目前在运营的高铁列车，没有任何一辆是跟这四位大佬没关系的，不过小学生比较会吹牛逼，宇宙第一
121,回复@铁板五花肉肉:中国政府其实是不提倡制造烧汽油的汽车的，中国人口基数大，爱买车，但是公路承载有限，而且汽油柴油属于污染源，中国近几年的制造重心在新能源汽车上，新能源的扶持也很大，不要以偏概全，没有那个国家是所有产业行业都精英的，都有缺陷，都需要改进弥补
122,回复@我是小明小明不是我:像这种口语化的表达很正常，现在讲话都流行简单词汇，特别是美国佬。你看特朗普就是好例子…
123,回复@自动化汪:
124,回复@我是小明小明不是我:你来国外呆一段时间看看电视就知道了
125,回复@自动化汪:翻了一下外媒的英文报道，简单词汇的话，他们用homegrown，homemade一般是指家庭作坊生产的产品
126,愿祖国越来越强大
127,回复@clown_k2:就服你
128,回复@clown_k2:见不得那些喷子，中国造怎么了，你们那么喜欢国外造你还在中国干嘛，你也是中国造，怎么不先嫌弃自己！
129,回复@六坪房:设计师已经挑明了，发动机是按照中国要求制造的，
130,回复@予竹鸣:多了解清楚再喷
131,回复@B型摩托党:孩子，没有了解透彻就这样说话，是要负责人的
132,回复@热死的南方人:是你的键盘
133,回复@最爱韩猪猪:求链接
134,昨天看湾湾节目酸大飞机，那叫一个酸呦
135,回复@B型摩托党:你的键盘可以飞。
136,还HOME made？build sth. indigenously还不会用吗？！垃圾
137,回复@铁板五花肉肉:为什么拿自拍当头像？
138,回复@铁板五花肉肉:粉红狗键盘侠真多
139,回复@liyu4207:这思路也是没谁了。
140,回复@温斯顿的花园:看中国有望逐步成为全球化的引领者，有点激动，只要敞开胸怀与世界各种文化充分碰撞和融合，中国人确实会很牛逼的，如果主导把金三干掉可以更快成为引领者。
141,回复@不会取名的俊:高铁？笑掉大牙，引进加拿大，法国日本德国的技术，不过合同签的就是后面要允许中国仿造，然后就吹啊吹啊是自己的了，呵呵！
142,回复@铁板五花肉肉:你怎么不说中国高铁多少年，外国高铁多少年的？怎么现在中国是第一？
143,回复@铁板五花肉肉:人家都说能提高中国人自豪感，却还有SB贬低，见不得中国有什么好东西
144,回复@B型摩托党:你妈生你就生了个壳，连脑子都没装
145,回复@鞋厂:建议你删一下下面那个智障的评论，如有疑问可以点进去看一下，然后去洗一下眼睛
146,厉害了我的中国我的大飞机
147,回复@爱-天涯:标注在海外还出不去的垃圾
148,回复@BadboyLanCHer:你没见他为国家做贡献？你有脑子没有？上过学没有？每个自然人都在为国家为社会做贡献。。。喷人要有水平知道不。。
149,回复@爱-天涯:你他妈只算进不算出的啊，感情就你交了点钱给国家，你有本事不用电不走公路不乘坐公共交通，没有国家用税款组织的军队，你现在说不定可以到欧洲当难民，垃圾玩意还继续装逼
150,回复@BadboyLanCHer:不管是谁，不管他干什么，犯罪还是怎样，都改变不了，他纳过税的事实，弱智！
151,现在就希望中国航空发动机集团尽快有所突破
152,回复@铁板五花肉肉:黄石的土狗？没出过国就会舔外国屁股了？你来到德国，去过日本才知道中国的高铁技术和便捷程度，外国许多科技是发达，但是人家发展了几百年，你祖国现代化才多长时间，轮得着你这只土狗嫌弃吗？你是我们湖北人，我不知道湖北的教育怎么造出了你这种东西
153,回复@不会取名的俊:谁告诉你中国高铁世界第一啦😄
154,回复@美的空气净化器:我只服美的买了库卡
155,回复@铁板五花肉肉:所谓的搞不过指的是量还是质量？
156,回复@想和熊去吹吹风额:明白人啊
157,回复@达芬奇是只猫猫:别瞎说，文科生也问不出来这种问题，你以为政治好做的
158,回复@B型摩托党:做个壳？有这么简单就好了，这需要研究人员在空气动力性，机体结构上花大功夫，还要经过风洞试验，没几个国家能造出这么大个的机体还能让它飞起来。你想的太简单了，肯定不是理科生 发动机在客机上要考虑安全性可靠性经济性，既然有供应商提供可靠的发动机，为什么不用？要用人命试验？
159,回复@铁板五花肉肉:真是井底青蛙没见过世面的....可怜 有机会多出去走走吧
160,回复@Mr眼镜哥哥:那是多少年？五千年还是一万年？
161,回复@CS要挂呀:鼠标左键发起射击 wsad 上下移动！！
162,然而键盘侠们一个Enter即可将其击落
163,回复@铁板五花肉肉:什么玩意
164,回复@Ying_01222:你不会说的是江亮的高温合金团队吧？他们确实在座航空发动机的高温材料，这方面难度估计还得20年的差距吧。
165,回复@不会取名的俊:希望你做过德国日本的高铁以后还可以自信的这样说
166,感觉键盘侠们都说组装个飞机很简单，那为啥没有几个国家能自己制造客机呢？ 难道不会跟键盘侠一样组装吗？
167,好奇为什么叫919
168,回复@铁板五花肉肉:你也是国产的，垃圾
169,明天海航终审求过 希望有一天能在c919上为各位服务
170,嗯 共产主义中国
171,作为一个代go，我的梦想是把祖国的东西带到国外！
172,回复@B型摩托党:键盘侠可以随便喷，反正你们没文化
173,共产主义有头等舱，资本主义有平等真是矛盾啊。
